booking_id,customer_id,source,status,checkin,checkout,oyo_rooms,hotel_id,amount,discount,date
39,88392,4,2,1/13/2017,1/16/2017,1,232,9676,2047,1/9/2017
40,119048,3,3,1/7/2017,1/8/2017,1,232,3227,820,1/7/2017
41,145504,4,2,1/3/2017,1/5/2017,1,232,3510,891,1/2/2017
42,154473,4,2,1/21/2017,1/22/2017,1,195,2924,743,1/20/2017
43,108129,3,2,1/21/2017,1/22/2017,1,195,2534,536,1/21/2017
44,78914,1,2,1/31/2017,2/1/2017,1,401,2209,468,1/28/2017
45,24582,4,2,1/13/2017,1/14/2017,1,152,1949,413,1/10/2017
46,127850,4,2,1/14/2017,1/15/2017,1,194,2404,508,1/14/2017
47,148431,4,2,1/5/2017,1/6/2017,1,684,2794,710,1/5/2017
48,164024,0,2,1/4/2017,1/5/2017,1,160,2924,767,1/4/2017
49,17344,3,2,2/9/2017,2/11/2017,1,486,4352,921,1/26/2017
50,171463,4,2,2/1/2017,2/4/2017,1,486,7016,1484,1/27/2017
51,71382,0,2,1/31/2017,2/2/2017,1,486,4872,1071,1/25/2017
52,190191,0,2,1/22/2017,1/24/2017,1,486,4287,943,1/18/2017
53,190191,0,2,1/19/2017,1/21/2017,1,486,4157,914,1/18/2017
54,127850,4,3,1/21/2017,1/22/2017,1,486,2469,523,1/17/2017
55,148274,1,2,1/16/2017,1/18/2017,1,486,4547,963,1/9/2017
56,71382,0,2,1/12/2017,1/14/2017,1,486,4287,943,1/11/2017
57,89928,3,2,1/6/2017,1/7/2017,2,486,5067,1286,1/4/2017
58,192162,3,2,1/16/2017,1/17/2017,1,153,2339,594,1/16/2017
59,192162,2,3,1/16/2017,1/17/2017,1,153,2144,453,1/11/2017
60,46140,0,2,1/9/2017,1/11/2017,2,153,12995,3409,1/3/2017
61,156920,1,3,1/7/2017,1/8/2017,1,128,3379,858,1/6/2017
62,59454,4,3,1/5/2017,1/8/2017,1,128,12281,3117,1/5/2017
63,59454,4,3,1/6/2017,1/8/2017,1,128,8577,2177,1/3/2017
64,59454,4,3,1/5/2017,1/6/2017,1,128,4289,1089,1/3/2017
65,78645,3,3,2/28/2017,3/1/2017,1,402,2469,523,1/26/2017
66,6014,4,2,1/24/2017,1/25/2017,1,402,1754,446,1/23/2017
67,70892,2,2,1/21/2017,1/22/2017,1,250,2664,563,1/21/2017
68,92309,4,3,1/18/2017,1/19/2017,1,250,2079,,1/18/2017
69,122584,4,2,1/9/2017,1/11/2017,1,846,5717,1451,1/7/2017
70,130034,0,3,2/7/2017,2/9/2017,1,107,7797,1979,1/25/2017
71,138055,4,2,1/18/2017,1/19/2017,1,107,3249,825,1/18/2017
72,79348,3,2,1/16/2017,1/17/2017,1,107,2989,633,1/16/2017
73,3580,1,2,1/17/2017,1/19/2017,1,583,4677,990,1/16/2017
74,140507,4,3,1/17/2017,1/18/2017,2,583,5327,1128,1/13/2017
75,66504,4,2,1/6/2017,1/9/2017,1,583,6104,1291,1/5/2017
76,163261,4,3,1/6/2017,1/7/2017,1,583,2274,578,1/5/2017
77,26179,1,2,2/3/2017,2/4/2017,1,245,2101,444,1/31/2017
78,36787,4,2,1/26/2017,1/27/2017,1,245,2284,580,1/21/2017
79,83841,3,2,1/25/2017,1/27/2017,1,245,4131,1048,1/23/2017
80,101925,4,3,1/28/2017,2/3/2017,1,245,12667,2680,1/26/2017
81,17746,4,3,1/26/2017,1/28/2017,1,245,6620,1400,1/12/2017
82,103003,4,3,1/6/2017,1/7/2017,1,245,2977,756,1/6/2017
83,68240,4,2,1/2/2017,1/3/2017,1,245,2005,425,1/2/2017
84,69750,3,2,1/24/2017,1/25/2017,1,56,3704,783,1/18/2017
85,69750,3,3,1/24/2017,1/25/2017,1,56,3314,701,1/23/2017
86,50628,3,2,1/19/2017,1/20/2017,1,56,3704,941,1/16/2017
87,69750,3,3,1/18/2017,1/19/2017,1,56,3314,701,1/18/2017
88,13402,4,2,1/24/2017,1/26/2017,1,382,6562,1665,1/23/2017
89,31960,4,2,1/30/2017,2/2/2017,1,944,7180,1519,1/30/2017
90,35729,3,3,1/27/2017,1/28/2017,1,944,2023,428,1/27/2017
91,35729,3,3,1/27/2017,1/28/2017,1,944,2509,531,1/27/2017
92,117605,3,2,1/17/2017,1/18/2017,2,944,3461,733,1/17/2017
93,119500,3,2,1/15/2017,1/16/2017,1,944,1702,360,1/15/2017
94,62595,4,3,1/27/2017,1/30/2017,2,944,21212,5385,1/13/2017
95,66504,4,3,1/5/2017,1/6/2017,1,944,1745,370,1/5/2017
96,71800,4,3,2/1/2017,2/2/2017,1,86,1594,338,1/31/2017
97,77745,3,3,3/5/2017,3/8/2017,1,86,9859,2086,1/11/2017
98,77745,2,3,3/11/2017,3/14/2017,1,86,9859,2086,1/11/2017
99,107105,4,2,1/26/2017,1/28/2017,1,86,4488,1140,1/25/2017
100,37423,4,2,1/16/2017,1/20/2017,1,86,10587,2240,1/9/2017
101,37423,4,2,1/18/2017,1/19/2017,1,86,2102,444,1/18/2017
102,128513,4,2,1/18/2017,1/19/2017,1,86,2050,520,1/18/2017
103,190136,4,3,1/25/2017,1/26/2017,1,86,1606,340,1/23/2017
104,78626,3,2,1/13/2017,1/14/2017,1,837,3444,728,1/13/2017
105,8873,4,2,1/20/2017,1/25/2017,1,161,7371,1560,1/20/2017
106,83841,1,3,1/25/2017,1/30/2017,1,161,8964,1896,1/23/2017
107,57801,3,2,1/22/2017,1/23/2017,1,161,1594,338,1/20/2017
108,57801,0,3,1/23/2017,1/24/2017,1,161,2088,460,1/22/2017
109,108129,3,2,1/2/2017,1/3/2017,1,938,2469,523,1/2/2017
110,16015,4,2,1/7/2017,1/8/2017,1,475,1457,370,1/7/2017
111,117378,3,2,1/11/2017,1/13/2017,1,248,5717,1210,1/10/2017
112,32390,0,2,1/27/2017,1/30/2017,1,760,13256,2916,1/24/2017
113,15775,3,2,1/21/2017,1/22/2017,1,760,2209,468,1/21/2017
114,85555,0,3,2/11/2017,2/19/2017,1,597,22870,5031,1/25/2017
115,34633,1,4,1/21/2017,1/22/2017,1,597,3205,678,1/19/2017
116,35354,3,2,1/19/2017,1/20/2017,1,597,2796,592,1/18/2017
117,35354,3,2,1/15/2017,1/19/2017,1,597,10270,2173,1/14/2017
118,119500,3,2,1/16/2017,1/17/2017,1,597,2555,540,1/16/2017
119,137573,4,3,1/19/2017,1/20/2017,1,597,2664,563,1/7/2017
120,137573,4,3,1/6/2017,1/7/2017,1,597,2729,693,1/6/2017
121,13793,3,2,1/30/2017,1/31/2017,1,154,2339,495,1/30/2017
122,38109,4,3,1/24/2017,1/25/2017,1,154,1212,308,1/24/2017
123,106210,2,2,1/19/2017,1/20/2017,1,154,1884,398,1/19/2017
124,106210,0,3,1/19/2017,1/20/2017,1,154,2534,558,1/9/2017
125,195339,1,4,2/3/2017,2/4/2017,1,84,1819,385,1/30/2017
126,91702,4,2,1/26/2017,1/27/2017,1,84,2794,591,1/25/2017
127,46373,4,4,1/25/2017,1/26/2017,1,84,2729,578,1/21/2017
128,47963,3,2,1/19/2017,1/20/2017,1,84,2209,468,1/19/2017
129,35610,4,2,1/17/2017,1/18/2017,1,84,2079,440,1/17/2017
130,191775,4,2,1/16/2017,1/17/2017,1,84,2079,440,1/12/2017
131,47942,0,2,1/16/2017,1/17/2017,1,84,1689,372,1/16/2017
132,47942,4,2,1/15/2017,1/16/2017,1,84,1819,462,1/5/2017
133,115548,3,4,1/6/2017,1/9/2017,1,84,5456,,1/5/2017
134,49619,4,2,1/27/2017,1/29/2017,1,894,6627,1682,1/5/2017
135,12023,3,2,1/7/2017,1/8/2017,1,894,2794,710,1/4/2017
136,49619,2,3,1/27/2017,1/29/2017,1,894,5847,1238,1/5/2017
137,72648,4,2,1/31/2017,2/1/2017,1,612,1949,413,1/29/2017
138,67726,1,2,1/12/2017,1/13/2017,1,612,2339,495,1/10/2017
139,33288,3,2,1/11/2017,1/12/2017,1,612,2599,660,1/9/2017
140,197674,4,2,1/26/2017,1/27/2017,1,251,2469,523,1/25/2017
141,197674,4,3,1/26/2017,1/27/2017,1,251,2794,591,1/24/2017
142,92482,4,2,1/23/2017,1/24/2017,1,251,2404,508,1/23/2017
143,133399,0,2,1/25/2017,1/29/2017,1,975,9292,2044,1/24/2017
144,65660,0,2,1/25/2017,1/26/2017,1,975,1689,372,1/24/2017
145,133399,0,2,1/20/2017,1/25/2017,1,975,10719,2358,1/17/2017
146,65660,0,2,1/17/2017,1/21/2017,1,975,7145,1572,1/16/2017
147,133399,0,2,1/18/2017,1/19/2017,1,975,2100,462,1/9/2017
148,71338,2,2,1/22/2017,1/23/2017,1,83,2404,508,1/22/2017
149,112913,2,2,1/29/2017,2/2/2017,1,409,26255,5554,1/1/2017
150,82881,4,2,2/13/2017,2/15/2017,1,106,6627,1403,1/13/2017
151,77179,3,2,1/13/2017,1/14/2017,1,106,2469,523,1/13/2017
152,77179,3,2,1/9/2017,1/13/2017,1,106,9027,2291,1/8/2017
153,77179,3,2,1/2/2017,1/6/2017,1,106,11887,2515,1/1/2017
154,155955,4,3,1/22/2017,1/23/2017,1,874,1884,479,1/22/2017
155,76850,2,2,1/9/2017,1/10/2017,1,874,1104,281,1/9/2017
156,42304,4,3,1/26/2017,1/29/2017,1,244,7406,1566,1/24/2017
157,109973,4,3,1/22/2017,1/23/2017,1,244,2209,561,1/21/2017
158,49442,3,3,1/5/2017,1/6/2017,1,244,2079,528,1/4/2017
159,79360,3,2,1/3/2017,1/4/2017,1,244,2209,561,1/3/2017
160,197635,0,2,1/23/2017,1/25/2017,1,408,3897,857,1/22/2017
161,95113,4,2,1/6/2017,1/9/2017,1,408,6626,1682,1/5/2017
162,11342,4,2,1/26/2017,1/28/2017,1,554,5067,1073,1/26/2017
163,11342,4,3,1/26/2017,1/29/2017,1,554,7925,1676,1/24/2017
164,163441,3,2,1/19/2017,1/20/2017,1,554,2209,468,1/17/2017
165,6989,4,2,1/15/2017,1/16/2017,1,554,2209,468,1/15/2017
166,195788,3,4,1/8/2017,1/9/2017,1,554,2014,512,1/7/2017
167,26072,0,2,1/23/2017,1/25/2017,1,353,3897,857,1/23/2017
168,109973,4,2,1/21/2017,1/22/2017,1,353,2534,536,1/21/2017
169,192648,3,3,1/30/2017,1/31/2017,1,757,3336,706,1/29/2017
170,9197,4,3,1/14/2017,1/15/2017,1,757,3137,796,1/1/2017
171,9197,4,3,1/16/2017,1/17/2017,1,757,3137,663,1/1/2017
172,97775,3,2,1/7/2017,1/8/2017,1,757,3101,788,1/6/2017
173,43374,4,2,1/6/2017,1/7/2017,2,757,6201,1574,1/5/2017
174,97775,3,3,1/8/2017,1/9/2017,1,757,3000,761,1/6/2017
175,137492,4,2,1/31/2017,2/1/2017,1,820,2079,440,1/31/2017
176,137492,4,2,1/24/2017,1/25/2017,1,820,2339,495,1/24/2017
177,137492,4,2,1/17/2017,1/18/2017,1,820,2339,495,1/17/2017
178,67129,4,2,3/8/2017,3/12/2017,1,691,7618,1612,1/27/2017
179,140961,3,2,1/31/2017,2/1/2017,1,691,2391,607,1/31/2017
180,100962,4,3,2/2/2017,2/3/2017,1,691,2094,443,1/31/2017
181,8240,3,2,1/31/2017,2/13/2017,1,691,28882,6109,1/30/2017
182,140961,3,3,1/31/2017,2/1/2017,1,691,2391,506,1/31/2017
183,137438,0,3,1/30/2017,2/1/2017,2,691,6698,1474,1/30/2017
184,87218,0,3,1/21/2017,1/24/2017,12,691,83538,18379,1/18/2017
185,53022,3,4,1/11/2017,1/12/2017,1,691,1856,,1/11/2017
186,137492,4,2,1/6/2017,1/7/2017,1,691,1563,331,1/6/2017
187,33193,4,2,1/5/2017,1/6/2017,1,691,2648,672,1/5/2017
188,171363,4,2,1/9/2017,1/10/2017,1,691,1859,472,1/8/2017
189,85876,4,2,1/14/2017,1/28/2017,1,280,25644,5425,1/9/2017
190,154952,4,2,1/27/2017,1/28/2017,1,280,1832,387,1/6/2017
191,154952,4,3,1/28/2017,1/29/2017,1,280,1832,387,1/6/2017
192,154952,4,2,1/26/2017,1/27/2017,1,280,1832,387,1/3/2017
193,189029,3,3,1/30/2017,2/4/2017,1,978,29049,6145,1/29/2017
194,197267,4,2,1/22/2017,1/23/2017,1,633,3964,,1/21/2017
195,100627,1,3,1/8/2017,1/9/2017,1,633,4289,1089,1/5/2017
196,100627,2,3,1/8/2017,1/9/2017,1,888,3379,858,1/5/2017
197,139720,0,3,1/20/2017,1/22/2017,1,888,5912,1300,1/20/2017
198,139720,0,3,1/20/2017,1/22/2017,1,888,6627,1458,1/15/2017
199,150865,0,3,1/22/2017,1/23/2017,1,699,4484,1898,1/21/2017
200,166969,3,3,1/20/2017,1/21/2017,1,699,4029,853,1/18/2017
201,29563,1,2,2/27/2017,3/3/2017,1,627,6776,1433,1/25/2017
202,21667,0,2,1/10/2017,1/12/2017,1,627,3224,846,1/9/2017
203,54558,1,2,1/31/2017,2/1/2017,1,219,1689,358,1/30/2017
204,119500,3,3,1/4/2017,1/5/2017,1,219,2209,561,1/4/2017
205,160575,4,3,1/7/2017,1/8/2017,1,637,2339,594,1/5/2017
206,137492,4,2,1/19/2017,1/20/2017,1,635,1949,413,1/19/2017
207,137492,4,2,1/9/2017,1/10/2017,1,635,1754,446,1/9/2017
208,177755,3,2,1/27/2017,1/28/2017,1,635,2209,468,1/27/2017
209,137492,4,3,1/21/2017,1/22/2017,1,635,2209,468,1/21/2017
210,137492,4,2,1/11/2017,1/12/2017,1,635,1754,371,1/11/2017
211,137078,0,3,1/31/2017,2/2/2017,1,359,4742,1043,1/25/2017
212,14687,4,2,1/19/2017,1/20/2017,1,359,1819,385,1/19/2017
213,61768,0,2,1/28/2017,1/29/2017,1,842,2205,485,1/28/2017
214,61768,0,3,1/28/2017,1/29/2017,1,842,2014,443,1/28/2017
215,181249,4,2,1/25/2017,1/26/2017,1,220,1429,303,1/25/2017
216,139865,3,3,1/31/2017,2/1/2017,1,299,2664,563,1/30/2017
217,119565,3,2,1/28/2017,1/29/2017,1,299,3444,728,1/28/2017
218,29684,3,2,1/28/2017,1/29/2017,1,299,3769,798,1/28/2017
219,6513,3,2,1/27/2017,1/28/2017,1,299,2924,618,1/27/2017
220,29684,3,3,1/28/2017,1/29/2017,1,299,4484,948,1/25/2017
221,29684,3,3,1/28/2017,1/29/2017,1,299,5134,1086,1/24/2017
222,183919,0,2,1/31/2017,2/1/2017,1,299,2664,586,1/31/2017
223,162144,0,2,1/15/2017,1/17/2017,1,299,6497,1429,1/14/2017
224,188854,4,3,1/17/2017,1/18/2017,1,299,3249,688,1/16/2017
225,72807,3,2,1/16/2017,1/17/2017,1,299,2924,743,1/16/2017
226,121464,4,2,1/14/2017,1/15/2017,1,299,3509,743,1/14/2017
227,72807,3,3,1/15/2017,1/16/2017,1,299,3249,825,1/15/2017
228,78264,0,3,1/14/2017,1/15/2017,1,299,3509,772,1/11/2017
229,188854,4,3,1/12/2017,1/13/2017,1,299,2924,618,1/12/2017
230,119565,4,2,1/20/2017,1/21/2017,1,299,3054,776,1/19/2017
231,143969,4,2,1/16/2017,1/18/2017,1,299,5977,1265,1/16/2017
232,119466,3,3,1/4/2017,1/5/2017,1,299,3639,924,1/3/2017
233,94377,0,2,1/30/2017,1/31/2017,1,315,3576,787,1/30/2017
234,112615,4,2,1/30/2017,1/31/2017,1,315,2426,514,1/30/2017
235,112615,4,2,1/30/2017,1/31/2017,1,315,3110,658,1/30/2017
236,112615,4,3,1/30/2017,1/31/2017,2,315,6219,1316,1/30/2017
237,133250,3,2,1/24/2017,1/25/2017,1,315,3054,646,1/23/2017
238,69769,4,2,1/18/2017,1/19/2017,1,315,3119,660,1/15/2017
239,188854,4,2,1/11/2017,1/12/2017,1,315,3509,743,1/11/2017
240,159675,3,4,1/10/2017,1/11/2017,2,315,6237,1583,1/10/2017
241,188854,4,2,1/9/2017,1/10/2017,1,315,3639,924,1/7/2017
242,133250,3,2,1/8/2017,1/9/2017,1,315,3639,924,1/8/2017
243,188854,4,3,1/17/2017,1/18/2017,1,315,3054,646,1/17/2017
244,188854,4,2,1/3/2017,1/4/2017,1,315,3704,941,1/2/2017
245,21016,3,2,1/21/2017,1/22/2017,1,309,2599,550,1/20/2017
246,119466,3,3,1/11/2017,1/12/2017,1,309,2599,660,1/9/2017
247,194263,3,2,1/23/2017,1/24/2017,1,557,2079,440,1/23/2017
248,162144,3,3,1/16/2017,1/17/2017,1,557,2989,633,1/16/2017
249,189124,4,2,1/5/2017,1/6/2017,1,557,2989,759,1/5/2017
250,7701,3,2,1/11/2017,1/12/2017,1,557,3574,756,1/10/2017
251,152290,4,2,1/10/2017,1/11/2017,1,557,2664,677,1/10/2017
252,18979,4,3,1/28/2017,1/29/2017,1,132,4679,990,1/20/2017
253,34712,3,2,1/25/2017,1/26/2017,1,132,3899,825,1/25/2017
254,19531,3,3,1/26/2017,1/28/2017,1,132,10787,2738,1/25/2017
255,107631,0,2,1/8/2017,1/9/2017,1,132,3509,921,1/7/2017
256,163562,3,2,1/26/2017,1/27/2017,1,883,3588,759,1/22/2017
257,73708,2,2,1/24/2017,1/25/2017,1,883,3588,759,1/22/2017
258,40182,4,2,1/24/2017,1/25/2017,1,883,3588,759,1/24/2017
259,85715,3,3,1/21/2017,1/22/2017,1,883,4399,931,1/21/2017
260,172006,2,2,1/14/2017,1/15/2017,1,883,3752,794,1/14/2017
261,159422,4,2,1/10/2017,1/11/2017,1,883,2102,534,1/10/2017
262,128921,0,3,1/10/2017,1/11/2017,1,883,1620,425,1/10/2017
263,134918,3,2,1/19/2017,1/20/2017,1,883,2253,476,1/19/2017
264,29885,3,2,1/17/2017,1/18/2017,1,565,4354,921,1/17/2017
265,24613,4,2,1/19/2017,1/20/2017,1,31,4159,880,1/19/2017
266,64956,3,2,1/18/2017,1/19/2017,1,31,3899,825,1/16/2017
267,182461,4,3,1/16/2017,1/18/2017,1,31,9747,2474,1/12/2017
268,2162,3,2,1/10/2017,1/11/2017,1,31,4159,1056,1/10/2017
269,33978,0,2,1/15/2017,1/16/2017,1,884,4874,1073,1/13/2017
270,7412,3,3,1/20/2017,1/21/2017,1,884,4744,1003,1/7/2017
271,60319,4,4,1/21/2017,1/22/2017,1,265,3899,990,1/20/2017
272,12255,1,3,2/23/2017,2/26/2017,1,473,7601,1608,1/31/2017
273,3585,1,3,1/27/2017,1/28/2017,1,473,2729,578,1/25/2017
274,182493,4,4,1/26/2017,1/27/2017,1,473,2469,523,1/25/2017
275,100201,4,3,1/26/2017,1/27/2017,1,473,2014,426,1/26/2017
276,160469,4,3,1/25/2017,1/26/2017,1,473,2014,853,1/25/2017
277,8760,4,2,1/21/2017,1/22/2017,1,473,2469,523,1/19/2017
278,82622,4,2,1/17/2017,1/18/2017,1,473,2729,693,1/17/2017
279,85562,3,2,1/14/2017,1/15/2017,1,473,2664,563,1/14/2017
280,5049,4,2,1/8/2017,1/9/2017,1,473,2469,627,1/6/2017
281,165056,0,2,1/5/2017,1/6/2017,1,473,2469,648,1/4/2017
282,75870,4,2,1/4/2017,1/5/2017,1,473,2144,545,1/4/2017
283,184360,3,3,1/2/2017,1/3/2017,1,473,2989,759,1/1/2017
284,62184,4,3,1/7/2017,1/8/2017,1,473,2469,627,1/5/2017
285,19017,4,2,1/25/2017,1/26/2017,1,397,4289,908,1/25/2017
286,15445,4,3,1/18/2017,1/19/2017,1,397,4744,1003,1/16/2017
287,15445,4,3,1/18/2017,1/19/2017,1,397,4744,1003,1/15/2017
288,19017,4,2,1/10/2017,1/11/2017,1,397,3379,858,1/10/2017
289,19017,4,4,1/8/2017,1/9/2017,1,397,5069,1287,1/6/2017
290,19017,4,3,1/6/2017,1/7/2017,1,397,5069,1287,1/4/2017
291,14120,3,2,1/28/2017,1/29/2017,1,170,2274,481,1/28/2017
292,143338,3,2,1/20/2017,1/21/2017,1,170,2079,440,1/20/2017
293,143338,3,2,1/19/2017,1/20/2017,1,170,2209,468,1/18/2017
294,143338,3,2,1/18/2017,1/19/2017,1,170,2209,468,1/18/2017
295,143338,3,2,1/17/2017,1/18/2017,1,170,2014,426,1/17/2017
296,143338,3,2,1/13/2017,1/14/2017,1,170,2404,508,1/13/2017
297,143338,3,2,1/11/2017,1/12/2017,1,170,1949,413,1/11/2017
298,143338,3,2,1/4/2017,1/5/2017,1,170,2014,512,1/4/2017
299,143338,1,2,1/3/2017,1/4/2017,1,170,2209,561,1/3/2017
300,48615,4,2,2/4/2017,2/5/2017,1,73,3314,701,1/25/2017
301,34654,4,2,1/16/2017,1/17/2017,1,73,2209,468,1/13/2017
302,34654,4,2,1/15/2017,1/16/2017,1,73,2209,468,1/14/2017
303,53976,4,2,1/14/2017,1/15/2017,1,73,2209,468,1/13/2017
304,189707,4,2,1/13/2017,1/15/2017,1,73,5717,1210,1/13/2017
305,189707,4,3,1/13/2017,1/15/2017,1,73,5717,1210,1/12/2017
306,56630,4,3,2/10/2017,2/12/2017,1,229,9357,1980,1/19/2017
307,158276,3,2,1/27/2017,1/28/2017,1,229,4549,963,1/26/2017
308,112633,3,3,1/7/2017,1/8/2017,1,229,3379,858,1/6/2017
309,27204,0,2,1/9/2017,1/10/2017,1,570,2924,767,1/7/2017
310,27204,0,2,1/8/2017,1/9/2017,1,570,2794,733,1/7/2017
311,27204,0,3,1/8/2017,1/10/2017,1,570,9227,2420,1/3/2017
312,88939,3,2,1/2/2017,1/3/2017,1,570,3769,798,1/2/2017
313,88939,3,2,1/4/2017,1/5/2017,1,570,3119,792,1/3/2017
314,88939,3,2,1/3/2017,1/4/2017,1,570,3509,891,1/2/2017
315,114763,4,3,1/30/2017,1/31/2017,1,427,4614,1172,1/30/2017
316,83896,4,2,1/25/2017,1/26/2017,1,428,5849,1238,1/23/2017
317,68866,4,3,3/3/2017,3/4/2017,1,99,6824,1733,1/27/2017
318,186429,4,3,1/30/2017,1/31/2017,1,99,3964,838,1/30/2017
319,9198,4,2,1/6/2017,1/7/2017,1,901,4354,1106,1/6/2017
320,123932,4,2,1/18/2017,1/19/2017,1,142,3899,825,1/18/2017
321,15767,4,2,1/14/2017,1/15/2017,1,357,3574,756,1/10/2017
322,7971,3,3,1/27/2017,1/28/2017,1,357,3574,756,1/27/2017
323,13209,3,3,1/24/2017,1/25/2017,1,817,4939,1045,1/23/2017
324,172055,4,2,1/28/2017,1/29/2017,1,439,3964,838,1/28/2017
325,7971,3,2,1/27/2017,1/28/2017,1,439,3314,701,1/27/2017
326,172055,2,2,1/23/2017,1/24/2017,1,439,3509,743,1/23/2017
327,56558,4,2,1/14/2017,1/15/2017,1,439,3574,756,1/14/2017
328,66097,4,3,1/14/2017,1/15/2017,1,439,3574,908,1/14/2017
329,134413,4,3,2/1/2017,2/2/2017,1,301,3054,776,1/31/2017
330,171359,4,2,1/30/2017,1/31/2017,1,301,2404,508,1/29/2017
331,111098,4,2,1/25/2017,1/26/2017,1,301,2664,563,1/25/2017
332,33359,3,2,1/21/2017,1/22/2017,1,301,3054,646,1/20/2017
333,84259,4,2,1/14/2017,1/15/2017,1,301,3379,858,1/14/2017
334,195741,4,4,1/10/2017,1/11/2017,1,301,2859,605,1/5/2017
335,60460,0,3,1/29/2017,1/30/2017,1,301,2404,529,1/29/2017
336,119466,3,3,1/13/2017,1/14/2017,1,301,3379,858,1/12/2017
337,60557,4,3,1/10/2017,1/11/2017,1,301,3444,875,1/9/2017
338,114013,3,3,3/9/2017,3/11/2017,1,296,6692,1416,1/11/2017
339,114013,3,3,3/7/2017,3/9/2017,1,296,6757,1430,1/11/2017
340,90625,0,2,1/31/2017,2/1/2017,1,296,2079,458,1/31/2017
341,137366,3,2,1/22/2017,1/23/2017,1,296,3314,842,1/22/2017
342,126313,0,2,1/11/2017,1/12/2017,1,296,2989,784,1/9/2017
343,92904,3,3,1/12/2017,1/13/2017,1,296,3444,728,1/5/2017
344,126313,0,2,1/10/2017,1/11/2017,1,296,3054,801,1/8/2017
345,193742,3,2,1/20/2017,1/22/2017,1,421,3832,972,1/19/2017
346,30671,4,3,1/27/2017,1/28/2017,1,314,2209,468,1/27/2017
347,45412,4,2,1/26/2017,1/27/2017,1,331,2794,591,1/26/2017
348,45412,4,3,1/25/2017,1/26/2017,1,331,2534,536,1/25/2017
349,63032,4,2,1/15/2017,1/16/2017,1,331,2404,508,1/15/2017
350,45412,4,2,1/12/2017,1/13/2017,1,331,2404,508,1/12/2017
351,45412,4,2,1/11/2017,1/12/2017,1,331,2599,550,1/11/2017
352,45412,4,2,1/10/2017,1/11/2017,1,331,2469,627,1/9/2017
353,128226,3,2,1/7/2017,1/10/2017,1,331,7406,1880,1/6/2017
354,63032,4,2,1/6/2017,1/7/2017,1,331,2274,578,1/6/2017
